Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Kilometer_Range_Grade
HONDA CITY 1.5 V MT,Pune,5748.6,2011,102013,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,6
HONDA CITY 1.5 V MT,Kolkata,4997.45,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,3
HONDA CITY 1.5 V MT,Hyderabad,8431.28,2011,66276,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Kolkata,8431.28,2010,27000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,2
HONDA CITY 1.5 V MT,Pune,7741.445,2009,72000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Coimbatore,8707.21,2012,66245,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Bangalore,5825.25,2009,71400,Petrol,Manual,Third,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Kolkata,4598.88,2010,45008,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,3
HONDA CITY 1.5 V MT,Kolkata,5135.42,2011,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,3
HONDA CITY 1.5 V MT,Pune,5365.36,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,6
HONDA CITY 1.5 V MT,Delhi,4828.82,2010,65100,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Coimbatore,9703.64,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,3
HONDA CITY 1.5 V MT,Delhi,3985.7,2009,79782,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Delhi,5365.36,2010,80302,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,5
HONDA CITY 1.5 V MT,Coimbatore,8906.5,2012,77283,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Bangalore,7511.5,2011,66000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,4
HONDA CITY 1.5 V MT,Hyderabad,7664.8,2010,27800,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,2
HONDA CITY 1.5 V MT,Hyderabad,5365.36,2013,85264,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,5
HONDA CITY 1.5 V MT,Pune,5365.36,2010,83000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,5
HONDA CITY 1.5 V MT,Hyderabad,8431.28,2016,37000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,2
HONDA CITY 1.5 V MT,Chennai,5365.36,2009,122000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT,6
HONDA CITY 1.5 V MT EXCLUSIVE,Delhi,7281.56,2012,42000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT EXCLUSIVE,3
HONDA CITY 1.5 V MT EXCLUSIVE,Coimbatore,8661.22,2012,67590,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT EXCLUSIVE,4
HONDA CITY 1.5 V MT EXCLUSIVE,Pune,7281.56,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT EXCLUSIVE,3
HONDA CITY 1.5 V MT EXCLUSIVE,Kochi,8477.27,2013,50266,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT EXCLUSIVE,3
HONDA CITY 1.5 V MT EXCLUSIVE,Mumbai,6974.97,2013,45000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,HONDA,CITY 1.5 V MT EXCLUSIVE,3
HONDA CITY 1.5 V MT SUNROOF,Mumbai,7588.15,2013,60669,Petrol,Manual,First,16.8,1497.0,116.3,5.0,HONDA,CITY 1.5 V MT SUNROOF,4
HONDA CITY 1.5 V MT SUNROOF,Kolkata,9948.91,2014,40000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,HONDA,CITY 1.5 V MT SUNROOF,2
HONDA CITY 1.5 V MT SUNROOF,Delhi,7588.15,2012,61180,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,HONDA,CITY 1.5 V MT SUNROOF,4
HONDA CITY CORPORATE EDITION,Mumbai,6515.08,2012,51920,Petrol,Manual,First,16.8,1497.0,116.3,5.0,HONDA,CITY CORPORATE EDITION,3
HONDA CITY I DTEC E,Coimbatore,12539.61,2016,24337,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC E,2
HONDA CITY I DTEC S,Jaipur,10117.54,2015,78233,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC S,4
HONDA CITY I DTEC S,Coimbatore,12432.31,2017,65792,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC S,4
HONDA CITY I DTEC S,Ahmedabad,8737.87,2014,66000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC S,4
HONDA CITY I DTEC SV,Delhi,8929.490000000002,2014,36390,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,2
HONDA CITY I DTEC SV,Hyderabad,10347.48,2014,90000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,5
HONDA CITY I DTEC SV,Kolkata,12608.595000000001,2017,13000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,1
HONDA CITY I DTEC SV,Kolkata,12608.595000000001,2017,13000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,1
HONDA CITY I DTEC SV,Kochi,11527.86,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,3
HONDA CITY I DTEC SV,Ahmedabad,9197.76,2014,75000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,4
HONDA CITY I DTEC SV,Kolkata,6821.67,2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,2
HONDA CITY I DTEC SV,Coimbatore,9366.385,2016,72566,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,4
HONDA CITY I DTEC SV,Delhi,4598.88,2014,107000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,6
HONDA CITY I DTEC SV,Jaipur,9366.385,2014,66346,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,4
HONDA CITY I DTEC SV,Kolkata,8431.28,2014,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,2
HONDA CITY I DTEC SV,Hyderabad,10715.39,2014,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,4
HONDA CITY I DTEC SV,Kochi,9535.01,2015,64465,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,4
HONDA CITY I DTEC SV,Kolkata,7281.56,2014,45000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,3
HONDA CITY I DTEC SV,Delhi,9121.11,2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,4
HONDA CITY I DTEC SV,Delhi,10730.72,2015,33000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,2
HONDA CITY I DTEC SV,Mumbai,9427.7,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC SV,2
HONDA CITY I DTEC V,Hyderabad,14946.36,2016,53000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,3
HONDA CITY I DTEC V,Ahmedabad,10700.06,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,4
HONDA CITY I DTEC V,Delhi,8737.87,2014,66500,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,4
HONDA CITY I DTEC V,Kochi,10470.12,2016,84580,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,5
HONDA CITY I DTEC V,Coimbatore,11880.44,2017,73003,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,4
HONDA CITY I DTEC V,Kolkata,7664.8,2014,36000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,2
HONDA CITY I DTEC V,Coimbatore,12370.99,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,4
HONDA CITY I DTEC V,Kolkata,9351.06,2014,56002,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,3
HONDA CITY I DTEC V,Ahmedabad,11113.96,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,4
HONDA CITY I DTEC V,Kochi,10899.35,2015,42831,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC V,3
HONDA CITY I DTEC VX,Kolkata,7511.5,2014,37298,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,2
HONDA CITY I DTEC VX,Jaipur,11113.96,2014,76551,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX,Kolkata,9182.43,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,3
HONDA CITY I DTEC VX,Kolkata,10654.07,2015,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,2
HONDA CITY I DTEC VX,Kolkata,10577.42,2016,61000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX,Chennai,9504.35,2014,71000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX,Kochi,14471.14,2017,65850,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX,Ahmedabad,16862.56,2017,37000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,2
HONDA CITY I DTEC VX,Jaipur,10577.42,2015,66339,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX,Jaipur,10347.48,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX,Kochi,10669.4,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,5
HONDA CITY I DTEC VX,Coimbatore,17981.62,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,3
HONDA CITY I DTEC VX,Jaipur,9810.94,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX,Hyderabad,10730.72,2014,75578,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX,4
HONDA CITY I DTEC VX OPTION,Coimbatore,16678.6,2017,45366,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX OPTION,3
HONDA CITY I DTEC VX OPTION,Bangalore,15712.84,2016,36000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX OPTION,2
HONDA CITY I DTEC VX OPTION,Pune,11420.55,2014,71000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,HONDA,CITY I DTEC VX OPTION,4
HONDA CITY I DTEC VX OPTION BL,Coimbatore,7128.26,2017,48184,Diesel,Manual,First,26.0,1498.0,98.6,5.0,HONDA,CITY I DTEC VX OPTION BL,3
HONDA CITY I VTEC CVT SV,Kochi,12708.24,2017,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT SV,2
HONDA CITY I VTEC CVT SV,Mumbai,14486.47,2016,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT SV,1
HONDA CITY I VTEC CVT VX,Coimbatore,14716.42,2015,41950,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,3
HONDA CITY I VTEC CVT VX,Delhi,11359.23,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,3
HONDA CITY I VTEC CVT VX,Delhi,12110.38,2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,3
HONDA CITY I VTEC CVT VX,Mumbai,13719.99,2016,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,3
HONDA CITY I VTEC CVT VX,Delhi,12646.92,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,3
HONDA CITY I VTEC CVT VX,Hyderabad,14486.47,2015,39822,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,2
HONDA CITY I VTEC CVT VX,Kochi,14486.47,2018,27041,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,2
HONDA CITY I VTEC CVT VX,Kochi,13949.94,2016,60475,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,4
HONDA CITY I VTEC CVT VX,Pune,11497.2,2014,82329,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,5
HONDA CITY I VTEC CVT VX,Kochi,14087.9,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,3
HONDA CITY I VTEC CVT VX,Mumbai,13643.34,2015,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,2
HONDA CITY I VTEC CVT VX,Mumbai,14486.47,2016,25000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,2
HONDA CITY I VTEC CVT VX,Delhi,13183.455,2015,48000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,3
HONDA CITY I VTEC CVT VX,Hyderabad,19162.0,2017,12538,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,1
HONDA CITY I VTEC CVT VX,Kochi,18518.16,2018,34696,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,2
HONDA CITY I VTEC CVT VX,Hyderabad,17629.04,2016,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I VTEC CVT VX,1
HONDA CITY I VTEC E,Delhi,4982.12,2009,52000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC E,3
HONDA CITY I VTEC S,Delhi,9581.0,2014,60000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC S,3
HONDA CITY I VTEC S,Pune,9443.03,2014,58407,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC S,3
HONDA CITY I VTEC SV,Bangalore,11880.44,2014,62000,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,4
HONDA CITY I VTEC SV,Kochi,11773.13,2017,38691,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,2
HONDA CITY I VTEC SV,Mumbai,8201.34,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,3
HONDA CITY I VTEC SV,Kochi,11512.53,2017,38424,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,2
HONDA CITY I VTEC SV,Kolkata,8415.95,2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,3
HONDA CITY I VTEC SV,Kolkata,7664.8,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,6
HONDA CITY I VTEC SV,Mumbai,9044.46,2014,10500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,1
HONDA CITY I VTEC SV,Mumbai,9044.46,2015,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,4
HONDA CITY I VTEC SV,Delhi,9581.0,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,3
HONDA CITY I VTEC SV,Mumbai,10577.42,2016,34634,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,2
HONDA CITY I VTEC SV,Kochi,11849.78,2016,36367,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,2
HONDA CITY I VTEC SV,Kolkata,7281.56,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,3
HONDA CITY I VTEC SV,Mumbai,10347.48,2015,27030,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,2
HONDA CITY I VTEC SV,Pune,10730.72,2016,27300,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,2
HONDA CITY I VTEC SV,Delhi,8952.49,2014,55000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC SV,3
HONDA CITY I VTEC V,Kochi,12401.65,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Hyderabad,12110.38,2016,29512,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Kochi,12064.4,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Jaipur,12110.38,2015,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Jaipur,14072.575,2017,19678,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,1
HONDA CITY I VTEC V,Delhi,9121.11,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC V,4
HONDA CITY I VTEC V,Kochi,10071.55,2015,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC V,4
HONDA CITY I VTEC V,Chennai,10730.72,2015,23000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Mumbai,15498.23,2018,5000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,1
HONDA CITY I VTEC V,Bangalore,11957.09,2015,38000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Mumbai,10884.02,2015,28004,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Coimbatore,14517.13,2017,27279,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Delhi,12646.92,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,1
HONDA CITY I VTEC V,Mumbai,10884.02,2015,28005,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC V,2
HONDA CITY I VTEC V,Hyderabad,9596.33,2011,80000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC V,4
HONDA CITY I VTEC VX,Kochi,12876.86,2016,54317,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC VX,3
HONDA CITY I VTEC VX,Hyderabad,16080.75,2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX,2
HONDA CITY I VTEC VX,Delhi,6898.32,2015,60595,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC VX,4
HONDA CITY I VTEC VX,Kolkata,10654.07,2016,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX,2
HONDA CITY I VTEC VX,Kolkata,9581.0,2014,39000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC VX,2
HONDA CITY I VTEC VX,Ahmedabad,10577.42,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC VX,3
HONDA CITY I VTEC VX,Kolkata,8431.28,2015,32000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX,2
HONDA CITY I VTEC VX OPTION,Coimbatore,18196.24,2019,23882,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,2
HONDA CITY I VTEC VX OPTION,Mumbai,13413.4,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,2
HONDA CITY I VTEC VX OPTION,Kolkata,9887.59,2014,37000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,2
HONDA CITY I VTEC VX OPTION,Ahmedabad,17245.8,2018,14000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,1
HONDA CITY I VTEC VX OPTION,Jaipur,11880.44,2016,44147,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,3
HONDA CITY I VTEC VX OPTION,Delhi,10654.07,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,3
HONDA CITY I VTEC VX OPTION,Mumbai,11880.44,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,3
HONDA CITY I VTEC VX OPTION,Mumbai,14179.88,2016,42000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,HONDA,CITY I VTEC VX OPTION,3
HONDA CITY I-DTEC SV,Hyderabad,20434.36,2014,63000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,HONDA,CITY I-DTEC SV,4
HONDA CITY I-DTEC SV,Kolkata,8415.95,2015,39000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,HONDA,CITY I-DTEC SV,2
HONDA CITY I-DTEC SV,Hyderabad,12263.68,2015,82000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,HONDA,CITY I-DTEC SV,5
HONDA CITY I-DTEC ZX,Pune,18395.52,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,HONDA,CITY I-DTEC ZX,3
HONDA CITY I-DTEC ZX,Hyderabad,19775.18,2017,46000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,HONDA,CITY I-DTEC ZX,3
HONDA CITY I-VTEC CVT V,Kochi,17874.31,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT V,2
HONDA CITY I-VTEC CVT VX,Kochi,18349.53,2018,22974,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT VX,2
HONDA CITY I-VTEC CVT VX,Jaipur,11803.79,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT VX,2
HONDA CITY I-VTEC CVT VX,Mumbai,13260.1,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT VX,2
HONDA CITY I-VTEC CVT VX,Pune,19162.0,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT VX,1
HONDA CITY I-VTEC CVT VX,Mumbai,13719.99,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT VX,1
HONDA CITY I-VTEC CVT VX,Mumbai,17782.34,2017,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT VX,1
HONDA CITY I-VTEC CVT VX,Bangalore,16326.02,2015,18955,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT VX,1
HONDA CITY I-VTEC CVT ZX,Mumbai,19453.26,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT ZX,1
HONDA CITY I-VTEC CVT ZX,Hyderabad,25968.34,2017,11934,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT ZX,1
HONDA CITY I-VTEC CVT ZX,Coimbatore,21783.36,2018,20300,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,HONDA,CITY I-VTEC CVT ZX,2
HONDA CITY I-VTEC S,Delhi,5472.67,2010,76752,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC S,4
HONDA CITY I-VTEC S,Mumbai,9979.57,2015,10400,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC S,1
HONDA CITY I-VTEC S,Jaipur,5932.56,2010,48689,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC S,3
HONDA CITY I-VTEC V,Delhi,8737.87,2014,55818,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC V,3
HONDA CITY I-VTEC V,Kochi,15436.91,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC V,1
HONDA CITY I-VTEC V,Mumbai,13030.16,2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC V,1
HONDA CITY I-VTEC V,Delhi,6131.84,2011,67031,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC V,4
HONDA CITY I-VTEC V,Kolkata,5932.56,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC V,2
HONDA CITY I-VTEC VX,Coimbatore,9596.33,2013,38622,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC VX,2
HONDA CITY I-VTEC VX,Ahmedabad,8814.52,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC VX,2
HONDA CITY I-VTEC VX,Coimbatore,19437.93,2018,31542,Petrol,Manual,First,17.4,1497.0,117.3,5.0,HONDA,CITY I-VTEC VX,2
